江滩花园,蔡甸/蔡甸城区/蔡河街与五层街交汇处（江滩公园正对面）,,价格待定,未知
知音半岛,蔡甸/中法生态城/知音湖南岸后官湖北岸,,价格待定,未知
永辉茗筑,蔡甸/蔡甸城区/文昌街与影讯里交汇处（莲花湖畔）,,价格待定,未知
汉阳满庭春MOMA,蔡甸/后官湖/后官湖大道与枫树四路交汇处,户型：2室/3室/4室建面 79-111㎡,价格待定,未知
金地中法仟佰汇,蔡甸/蔡甸城区/汉阳大道与五贤北路交汇处,户型：3室/4室建面 107-165㎡,价格待定,未知
九坤翰林苑,蔡甸/蔡甸城区/蔡甸大街九坤翰林苑,户型：2室/4室建面 69-138㎡,价格待定,未知
凯德悦湖,蔡甸/后官湖/知音湖大道300号,户型：4室/6室建面 138-200㎡,9200,未知
楼盘名称,位置信息,户型,单价,总价
汉水阳湾,蔡甸/蔡甸城区/广场工农路与博奇路交汇处,户型：2室建面 85㎡,价格待定,未知
名流仕家,蔡甸/蔡甸城区/莲花湖大道,,价格待定,未知
西山林语,蔡甸/中法生态城/汉阳大道西山林语,户型：1室建面 36㎡,价格待定,未知
国创青云,蔡甸/后官湖/天鹅湖大道,户型：2室/3室/4室建面 83-141㎡,价格待定,未知
丝宝·叠翠园二期,蔡甸/后官湖/后官湖大道丝宝第三街,户型：1室/2室建面 73-92㎡,价格待定,未知
沁园首府,蔡甸/蔡甸城区/莲花大道与茂盛路交汇处,户型：2室/3室/4室建面 90-138㎡,价格待定,未知
正阳大悦城,蔡甸/蔡甸城区/文兴路正阳大悦城,,价格待定,未知
绿地美湖,蔡甸/后官湖/鹅湖大道北知音湖畔,,价格待定,未知
世纪万通漫谷,蔡甸/中法生态城/经济开发区天鹅湖大道,户型：2室/3室建面 82-109㎡,价格待定,未知
景天苑,蔡甸/蔡甸城区/树藩大道与汉马路交汇处,户型：2室/3室建面 101-122㎡,价格待定,未知
楼盘名称,位置信息,户型,单价,总价
听涛观海龙台,蔡甸/后官湖/后官湖大道与枫树一路交汇处,,价格待定,未知
绿地美湖二期,蔡甸/后官湖/知音湖大道绿地美湖二期,户型：5室/6室建面 282-293㎡,价格待定,未知
中海尚城,蔡甸/蔡甸城区/莲花湖大道中海尚城,,22000,未知
荷风雅居,蔡甸/蔡甸城区/工农路与汉阳大街交汇处,,价格待定,未知
碧桂园麓湖郡,蔡甸/后官湖/枫树四路与枫树北路交叉口,户型：4室建面 212㎡,24000,总价500万/套
龙台二期桃源,蔡甸/后官湖/后官湖大道枫树一路,,价格待定,未知
湖墅观止莱特城,蔡甸/中法生态城/天鹅湖大道6到9号,,价格待定,未知
海山幸福湾,蔡甸/中法生态城/袁家台（新农三官村附近）,户型：2室/3室建面 80-114㎡,价格待定,未知
誉天幸福海,蔡甸/中法生态城/天鹅湖大道博艺路,,价格待定,未知
枫景国际公寓,蔡甸/后官湖/东风大道与枫树三路交汇处,,价格待定,未知
楼盘名称,位置信息,户型,单价,总价
绿地美湖二期,蔡甸/后官湖/知音湖大道绿地美湖二期,户型：3室/4室建面 95-135㎡,价格待定,未知
